record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-029__2026-10-16__T10UDV__crew_pre_staging,synthetic,SYN-CORR-029,Synthetic corridor 029,SYN-CORR-029,Synthetic demo corridor 029,2026-10-01,2026-10-28,2026-10-16,T10UDV,38.4,-0.63,-0.49,-0.92,52.18,43.73,23.04,26.17,37.13,63.39,9.32,0.0573,0.1057,0.1927,-0.0492,37.17,46.34,36.79,38.54,32.71,68,6841,94.69,0,31,59.71,200,1282.8,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,54.17,Medium,59.97,3705.77,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.68,59.97,52.97
SYN-CORR-048__2026-07-18__T10UEV__asset_inspection,synthetic,SYN-CORR-048,Synthetic corridor 048,SYN-CORR-048,Synthetic demo corridor 048,2026-07-01,2026-07-28,2026-07-18,T10UEV,18.58,28.05,30.02,25.45,0.83,20.39,11.15,31.93,31.38,44.67,4.58,0.1857,0.4463,0.1637,0.0867,27.57,50.43,0.0,12.86,39.91,3815,342149,39.86,49,1839,44.33,200,4818.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,34.97,Low,35.23,119649.51,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.51,35.23,31.18
SYN-CORR-016__2026-06-25__T10UEV__no_action,synthetic,SYN-CORR-016,Synthetic corridor 016,SYN-CORR-016,Synthetic demo corridor 016,2026-06-01,2026-06-28,2026-06-25,T10UEV,59.0,2.44,7.33,1.92,57.64,89.05,35.4,57.97,9.76,19.87,2.72,0.6861,0.1296,0.0641,0.0766,1.96,58.96,33.8,87.22,72.46,4641,729508,96.78,2295,1175,40.78,200,768.2,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",64.72,Medium,70.73,472137.58,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,70.73,70.73
SYN-CORR-014__2026-02-08__T10UDV__vegetation_patrol,synthetic,SYN-CORR-014,Synthetic corridor 014,SYN-CORR-014,Synthetic demo corridor 014,2026-02-01,2026-02-28,2026-02-08,T10UDV,58.29,16.89,16.9,15.51,50.41,92.17,34.97,29.19,42.01,21.48,6.56,0.0688,0.3391,0.0365,-0.0282,37.52,59.98,7.61,36.24,36.49,4434,609672,56.83,508,1904,21.92,200,1717.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,54.87,Medium,56.81,334527.03,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.75,56.81,53.54
SYN-CORR-001__2026-08-16__T10UDV__vegetation_trimming,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-08-01,2026-08-28,2026-08-16,T10UDV,55.18,28.11,28.34,23.6,70.37,62.26,33.11,14.83,49.95,51.03,0.21,0.4594,0.143,0.0808,-0.0087,11.58,49.55,32.12,41.88,18.54,2696,447140,20.5,421,634,13.28,200,2488.5,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,42.37,Medium,40.54,189453.22,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.74,40.54,35.38
SYN-CORR-048__2026-09-25__T10UDV__crew_pre_staging,synthetic,SYN-CORR-048,Synthetic corridor 048,SYN-CORR-048,Synthetic demo corridor 048,2026-09-01,2026-09-28,2026-09-25,T10UDV,41.37,12.02,15.45,9.01,72.02,48.77,24.82,36.59,46.29,59.77,9.76,0.6057,0.2789,0.0636,0.0022,15.03,59.11,15.14,71.14,45.74,208,33515,80.29,4,67,84.42,200,627.9,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,58.78,Medium,60.73,19700.12,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.27,60.73,53.28
SYN-CORR-029__2026-03-17__T10UEV__asset_inspection,synthetic,SYN-CORR-029,Synthetic corridor 029,SYN-CORR-029,Synthetic demo corridor 029,2026-03-01,2026-03-28,2026-03-17,T10UEV,48.02,3.58,8.23,-0.07,39.28,76.35,28.81,5.32,40.1,68.4,7.36,0.1243,0.3504,0.1868,-0.0491,24.63,34.04,6.2,25.14,6.65,4517,446295,61.23,1401,552,33.05,200,3460.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,44.97,Medium,48.01,200698.86,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.86,48.01,42.32
SYN-CORR-002__2026-06-02__T10UDV__no_action,synthetic,SYN-CORR-002,Synthetic corridor 002,SYN-CORR-002,Synthetic demo corridor 002,2026-06-01,2026-06-28,2026-06-02,T10UDV,22.99,26.11,27.02,25.27,1.89,31.56,13.79,63.59,27.19,8.53,1.79,0.4437,0.2134,-0.0007,-0.0079,2.06,75.31,23.33,38.74,79.49,1778,173158,48.2,516,844,84.34,200,2728.9,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",49.86,Medium,47.89,86336.58,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,47.89,47.89
SYN-CORR-042__2026-05-12__T10UDV__vegetation_patrol,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-05-01,2026-05-28,2026-05-12,T10UDV,46.36,7.14,7.22,2.4,32.82,80.12,27.82,70.69,11.98,9.11,0.61,0.485,0.2565,-0.0187,0.0882,34.86,70.5,17.94,47.0,88.36,771,76494,56.81,318,283,33.08,200,3101.6,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,54.36,Medium,55.79,41582.14,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.49,55.79,52.73
SYN-CORR-046__2026-08-17__T10UDV__vegetation_trimming,synthetic,SYN-CORR-046,Synthetic corridor 046,SYN-CORR-046,Synthetic demo corridor 046,2026-08-01,2026-08-28,2026-08-17,T10UDV,29.01,7.7,10.79,5.35,11.45,54.53,17.41,65.65,47.81,23.76,6.55,0.212,0.2065,0.1231,0.0429,96.29,85.77,24.19,7.6,82.06,2498,359733,21.26,369,1219,72.5,200,3229.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,48.84,Medium,43.52,175693.6,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,25.0,43.52,32.64
SYN-CORR-028__2026-07-12__T10UEV__crew_pre_staging,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-07-01,2026-07-28,2026-07-12,T10UEV,28.41,21.24,23.79,19.93,44.94,25.21,17.05,16.98,46.36,50.5,9.21,0.068,0.1536,0.1349,-0.0339,77.89,48.85,30.8,36.4,21.22,400,24357,72.49,12,48,68.84,200,2548.5,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,47.4,Medium,50.09,11545.22,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,9.68,50.09,45.24
SYN-CORR-035__2026-12-02__T10UDV__asset_inspection,synthetic,SYN-CORR-035,Synthetic corridor 035,SYN-CORR-035,Synthetic demo corridor 035,2026-12-01,2026-12-28,2026-12-02,T10UDV,44.66,23.63,26.47,23.59,7.3,78.58,26.8,47.6,32.32,30.6,3.74,0.5041,-0.0436,0.1479,0.0195,34.73,63.75,55.45,50.82,59.5,552,49742,58.96,168,90,26.96,200,3297.1,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,51.48,Medium,53.83,25607.18,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.95,53.83,47.94
SYN-CORR-025__2026-08-13__T10UEV__no_action,synthetic,SYN-CORR-025,Synthetic corridor 025,SYN-CORR-025,Synthetic demo corridor 025,2026-08-01,2026-08-28,2026-08-13,T10UEV,50.36,1.51,2.46,-1.17,60.42,67.66,30.22,35.25,43.85,75.69,7.64,0.3448,0.0378,0.1841,-0.0232,76.07,53.46,45.27,18.96,44.06,4342,682390,14.63,1792,661,29.28,200,2067.5,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",42.04,Medium,38.56,286876.76,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,38.56,38.56
SYN-CORR-011__2026-08-06__T10UDV__vegetation_patrol,synthetic,SYN-CORR-011,Synthetic corridor 011,SYN-CORR-011,Synthetic demo corridor 011,2026-08-01,2026-08-28,2026-08-06,T10UDV,13.91,9.01,12.22,8.54,29.02,13.45,8.35,19.51,27.1,63.53,8.1,0.1623,0.0525,0.1639,0.0425,88.16,36.13,43.44,17.54,24.39,1840,92712,5.98,817,46,18.97,200,2171.7,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,19.5,Low,17.5,18078.84,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.82,17.5,15.61
SYN-CORR-031__2026-10-07__T10UDV__vegetation_trimming,synthetic,SYN-CORR-031,Synthetic corridor 031,SYN-CORR-031,Synthetic demo corridor 031,2026-10-01,2026-10-28,2026-10-07,T10UDV,50.0,13.54,14.51,8.64,47.1,79.53,30.0,15.03,23.5,55.42,4.04,0.1743,0.1824,0.0006,-0.0246,61.67,32.88,27.2,15.14,18.79,2521,280975,1.08,834,1258,77.82,200,4352.2,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,37.86,Low,30.35,106377.13,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.11,30.35,26.98
SYN-CORR-042__2026-01-16__T10UEV__crew_pre_staging,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-01-01,2026-01-28,2026-01-16,T10UEV,55.18,-3.22,-2.33,-3.79,27.3,91.07,33.11,16.06,24.2,58.68,0.7,0.1273,0.1621,0.0524,0.0763,47.51,33.26,29.74,24.54,20.07,4938,422511,14.18,1345,1236,85.62,200,3652.8,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,43.45,Medium,36.95,183581.03,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,15.04,36.95,31.39
SYN-CORR-007__2026-08-12__T10UDV__asset_inspection,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-08-01,2026-08-28,2026-08-12,T10UDV,55.93,27.89,31.28,23.04,19.56,91.85,33.56,45.2,30.26,23.9,7.1,0.2945,0.2332,0.0238,0.0839,19.27,62.43,20.85,8.9,56.5,224,38581,7.07,7,108,26.34,200,4062.4,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,45.15,Medium,40.38,17419.32,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.73,40.38,37.66
SYN-CORR-042__2026-07-25__T10UEV__no_action,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-07-01,2026-07-28,2026-07-25,T10UEV,33.56,25.5,26.41,22.94,76.75,14.44,20.14,18.43,49.98,72.53,3.33,0.5156,-0.0727,0.0298,0.0697,50.34,47.29,59.09,53.12,23.04,232,17266,94.91,103,6,69.89,200,3743.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",53.58,Medium,58.97,9251.12,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,58.97,58.97
SYN-CORR-003__2026-07-03__T10UDV__vegetation_patrol,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-07-01,2026-07-28,2026-07-03,T10UDV,13.69,2.02,3.72,-0.29,28.27,5.75,8.21,20.14,29.59,60.12,5.14,0.3199,-0.0261,0.0994,0.0383,21.25,38.74,53.26,13.98,25.18,4245,354346,73.85,926,1022,20.87,200,2272.7,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,33.95,Low,40.59,120300.47,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,4.12,40.59,38.92
SYN-CORR-049__2026-04-23__T10UEV__vegetation_trimming,synthetic,SYN-CORR-049,Synthetic corridor 049,SYN-CORR-049,Synthetic demo corridor 049,2026-04-01,2026-04-28,2026-04-23,T10UEV,51.02,9.94,13.95,8.54,33.73,92.86,30.61,28.81,29.31,68.72,0.06,0.4938,0.1307,-0.0942,0.0968,44.91,42.18,33.66,48.76,36.01,2323,201536,60.49,304,994,81.44,200,2700.6,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,53.3,Medium,52.97,107418.69,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.62,52.97,45.23
SYN-CORR-028__2026-08-26__T10UDV__crew_pre_staging,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-08-01,2026-08-28,2026-08-26,T10UDV,16.42,23.75,27.36,18.98,1.4,20.06,9.85,64.62,23.85,59.14,4.75,0.5922,0.4278,0.193,0.0266,22.25,63.3,0.0,68.44,80.78,1790,315520,54.44,239,556,42.29,200,3533.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,40.67,Medium,42.66,128321.98,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.28,42.66,39.55
SYN-CORR-042__2026-06-02__T10UEV__asset_inspection,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-06-01,2026-06-28,2026-06-02,T10UEV,24.0,19.27,19.67,15.38,21.75,30.38,14.4,21.75,35.1,32.18,1.63,0.0773,0.2553,0.1799,0.0986,99.07,48.93,18.09,34.54,27.19,81,8927,96.17,18,6,27.2,200,3573.5,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,46.23,Medium,54.67,4126.95,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,13.96,54.67,47.04
SYN-CORR-007__2026-12-14__T10UDV__no_action,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-12-01,2026-12-28,2026-12-14,T10UDV,52.95,20.83,25.56,19.57,73.74,63.49,31.77,18.47,8.33,59.26,4.09,0.6697,0.0951,0.1335,0.0047,46.21,25.12,38.11,83.94,23.09,2728,276213,40.27,653,1210,53.27,200,1593.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",42.1,Medium,41.27,116285.67,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,41.27,41.27
SYN-CORR-003__2026-01-13__T10UEV__vegetation_patrol,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-01-01,2026-01-28,2026-01-13,T10UEV,32.38,4.61,8.62,3.26,46.65,39.32,19.43,43.12,21.16,74.98,5.8,0.1449,0.0143,-0.0099,-0.0399,42.37,44.91,48.21,21.02,53.9,2690,226861,90.8,877,618,54.03,200,1454.1,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,49.99,Medium,55.91,113407.81,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,6.24,55.91,52.42
SYN-CORR-016__2026-04-25__T10UEV__vegetation_trimming,synthetic,SYN-CORR-016,Synthetic corridor 016,SYN-CORR-016,Synthetic demo corridor 016,2026-04-01,2026-04-28,2026-04-25,T10UEV,48.4,25.57,28.13,20.87,9.6,83.37,29.04,78.08,11.05,41.93,3.66,0.3239,-0.0808,-0.0878,0.0642,13.99,67.66,60.1,14.78,97.6,1367,208864,29.96,251,396,13.67,200,4223.5,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,47.02,Medium,46.13,98207.85,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,25.0,46.13,34.6
SYN-CORR-032__2026-06-16__T10UEV__crew_pre_staging,synthetic,SYN-CORR-032,Synthetic corridor 032,SYN-CORR-032,Synthetic demo corridor 032,2026-06-01,2026-06-28,2026-06-16,T10UEV,60.93,25.68,26.86,23.45,68.9,78.25,36.56,17.83,8.68,79.96,3.69,0.6309,-0.0619,0.0996,-0.0205,83.38,20.57,57.74,76.18,22.29,4793,686317,42.88,1389,1345,48.06,200,4319.3,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,43.92,Medium,43.56,301430.43,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,16.19,43.56,36.51
SYN-CORR-021__2026-02-16__T10UDV__asset_inspection,synthetic,SYN-CORR-021,Synthetic corridor 021,SYN-CORR-021,Synthetic demo corridor 021,2026-02-01,2026-02-28,2026-02-16,T10UDV,22.27,-0.14,2.32,-3.74,41.55,14.87,13.36,22.44,25.02,37.99,0.75,0.3304,0.2449,0.0218,0.0678,2.0,42.09,19.39,16.08,28.05,4485,531654,83.02,972,1193,60.34,200,3874.3,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,44.17,Medium,49.19,234831.57,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,16.88,49.19,40.89
